题目编号,章节,题目代码,问题,正确答案,选项 A,选项 B,选项 C,选项 D
LK0406,2.4.2,MC1-0422,在业余无线电通联中探讨天线时，缩写 LW 代表：,B,偶极天线,长线天线,定向天线,垂直天线
LK0409,2.4.2,MC1-0423,在业余无线电通联中探讨天线时，缩写 YAGI 代表：,A,八木天线,偶极天线,定向天线,垂直天线
LK0408,2.4.2,MC1-0424,在业余无线电通联中探讨天线时，缩写 BEAM 代表：,B,偶极天线,定向天线,垂直天线,八木天线
LK0127,2.5.1,MC1-0425,发射类别（class of emission）是指用标准符号标示的某发射的一组特性，例如主载波调制方式，调制信号，被发送信息的类型以及其他适用的信号特性。表示 CW 报的发射类别是：,B,F2B,A1A,G2B,J3E
LK0128,2.5.1,MC1-0426,发射类别（class of emission）是指用标准符号标示的某发射的一组特性，例如主载波调制方式，调制信号，被发送信息的类型以及其他适用的信号特性。表示单边带话的发射类别是：,C,G2B,A1A,J3E,F2B
LK0131,2.5.1,MC1-0427,发射类别（class of emission）是指用标准符号标示的某发射的一组特性，例如主载波调制方式，调制信号，被发送信息的类型以及其他适用的信号特性。表示用单边带话传输的SSTV 信号的发射类别是：,B,F2B,F3F,F3E,J3E
LK0132,2.5.1,MC1-0428,发射类别（class of emission）是指用标准符号标示的某发射的一组特性，例如主载波调制方式，调制信号，被发送信息的类型以及其他适用的信号特性。表示调频话的发射类别是：,A,F3E,F3F,J3E,F2B
LK0134,2.5.1,MC1-0429,发射类别是指用标准符号标示的某发射的一组特性，例如主载波调制方式，调制信号，被发送信息的类型以及其他适用的信号特性。表示用调频话传输的 SSTV 信号的发射类别是：,C,F2B,F3E,F3F,J3E
LK0135,2.5.1,MC1-0430,发射类别是指用标准符号标示的某发射的一组特性，例如主载波调制方式，调制信号，被发送信息的类型以及其他适用的信号特性。表示调频 ATV 信号的发射类别是：,B,F2B,F3F,J3E,F3E
LY0136,2.5.1,MC1-0431,带外发射是指：,A,由于调制过程而产生的、刚超出必要带宽的一个或多个频率的发射，但杂散发射除外,由于调制过程而产生的、刚超出固定带宽的一个或多个频率的发射，但杂散发射除外,由于调制过程而产生的、刚超出占用带宽的一个或多个频率的发射，但杂散发射除外,由于调制过程而产生的、刚超出参考带宽的一个或多个频率的发射，但杂散发射除外
LK0784,2.5.1,MC1-0432,业余无线电通信中三种最基本调制的缩写是 AM、FM 和 PM。它们的中文名称是：,C,幅度调制（调幅）、频率调制（调频）、脉宽调制（调脉宽）,频率调制（调频）、脉码调制（调脉码）、幅度调制（调幅）,幅度调制（调幅）、频率调制（调频）、相位调制（调相）,幅度调制（调幅）、频率调制（调频）、电码调制（莫尔斯）
LK1203,2.5.1,MC1-0433,以下哪种调制方式被广泛应用于 VHF 或 UHF 本地通联？,B,PSK,FM,SSB,AM
LK1202,2.5.1,MC1-0434,以下哪种调制方式被广泛应用于长距离和弱信号情况下的 VHF 或 UHF 话音通联？,B,AM,SSB,FM,PM
LX,2.5.1,MC1-0435,以下哪种调制方式被广泛应用于 HF 话音通联？,A,SSB,FM,AM,PM
LX,2.5.1,MC1-0436,与 FM 相比，SSB 方式的优点是什么？,A,发射带宽较 FM 方式窄,对天电干扰免疫,对主载波的频率误差不敏感,同频电台彼此互不干扰
LX,2.5.1,MC1-0437,相比 SSB 方式，FM 的主要缺点是什么？,C,含有恒定不变的载波分量，发射功率利用不充分,对主载波的频率误差很敏感,无法同时守听多个信号,抵抗脉冲干扰的能力差
LK1205,2.5.1,MC1-0438,在 VHF 和 UHF 频段进行 SSB 通联通常选用哪个边带？,B,抑制边带,上边带,残留边带,下边带
LX,2.5.1,MC1-0439,在 14MHz 及以上 HF 频段进行语音通信通常选用哪个边带？,D,下边带,抑制边带,残留边带,上边带
LX,2.5.1,MC1-0440,在 7MHz 及以下频段进行语音通信通常选用哪个边带？,B,抑制边带,下边带,残留边带,上边带
LX,2.5.1,MC1-0441,为什么业余电台在 10.1MHz 以下频段使用下边带进行话音通联，而在 10.1MHz 以上频段却使用上边带？,C,因为在接收机中设置一个 10.1MHz 的 BFO 可以同时收听上边带和下边带,10.1MHz 以下频段更利于下边带的传播,这是各国业余无线电爱好者普遍接受并沿用至今的一种通联习惯,10.1MHz 以上频段更利于上边带的传播
LX,2.5.1,MC1-0442,发起 SSB 呼叫时，你与周边电台的频率间隔应至少为：,C,150-500Hz,大约 6kHz,2-3kHz,15-50Hz
LK1200,2.5.1,MC1-0443,下列哪种调制方式可以纳入调幅（AM）的范畴？,D,直序扩频（DSSS）,线性调频（Chirp）,相移键控（PSK）,单边带调制（SSB）
LK0785,2.5.1,MC1-0444,在业余无线电业务中，有种通信方式的缩写是 CW。其含义为：,A,等幅电报,频移键控,莫尔斯编码,幅度键控
LK1204,2.5.1,MC1-0445,以下哪种调制方式拥有最窄的发射带宽？,A,CW,ATV,单边带话,调频话
LK0230,2.5.1,MC1-0446,业余电台一般不用调频话方式进行莫尔斯电码通联。这是因为：,C,调频话方式传输莫尔斯电码时速度受限制,调频话方式传输莫尔斯电码可靠性差,调频话信道带宽超过传输莫尔斯电码的必要带宽，不符合我国《无线电频率划分规定》“电台的技术特性”一章关于 “把带宽保持在技术状态和该项业务的性质所允许的最低值上”的要求,调频话方式不能传输莫尔斯电码
LK0782,2.5.1,MC1-0447,无论是FM还是SSB调制，向发射机的话筒输入端施加10倍于规定输入电压的音频信号，最可能的结果是：,D,发射功率超过额定值，发射机的末级射频功率器件会因此烧毁,通信距离有效延长了，只是信号听上去失真了,通信距离有效延长了，信号听起来也更加饱满,信号失真。大量的谐波和互调产物还可能促使发射带宽增加，通信质量下降
LX,2.6.3,MC3-0512,Yaesu System Fusion 简称 YSF，是数字语音和数据传输相互融合的一种通信方式，特点是：,ABC,具备通过中继台转发进行通信的能力,该方式为业余无线电通信广为采用,调制方式为 C4FM,使用时分多址技术增加带宽的利用率
LX,2.6.3,MC4-0513,Icom D-STAR System 提供了一种数据通信方式，特点是：,ABCD,D-STAR 支持全球卫星定位和位置报告功能,可以通过中继台扩展 D-STAR 用户的通信范围,该方式允许用户通过互联网和 D-STAR 热点与其他用户通信,是业余无线电通信广为采用的一种数字语音和数据传输方式
LX,2.6.3,MC3-0514,FreeDV 是一种数字语音方式。其特点是：,ACD,为爱好者提供探索数字通信原理和语音处理技术的可能性,使用 FM 手持或车载电台进行 FreeDV 通信时音色尤为优美,在遵循开源许可协议的前提下可用来研发自己的业余无线电装备,为爱好者提供一种传输带宽较窄，完全适合 HF 的数字语音方式
LX,2.6.4,MC4-0515,数字业余电视（DATV）是将数字音视频压缩编码实验用于实时图像通信的一种方式。通过卫星转发器进行 DATV 联络时，爱好者们普遍选用 DVB-S2 协议，调制方式可以是：,ABCD,QPSK,32APSK,16APSK,8PSK
LX,2.6.4,MC1-0516,使用 DRM 协议进行数字慢扫描电视（DSSTV）通信时，爱好者总是倾向于通过单边带而非调频话方式来传输在音频范围内生成的 DSSTV 基带。主要原因是：,D,使用调频话传输 DSSTV 增添门限效应，因此也增加了信号的发射带宽,使用调频话传输 DSSTV 虽然可以改善画质，但是无法提高伴音的音质,使用调频话传输 DSSTV 虽然可以改善伴音的音质，但是无法提高画质,单边带方式完整保留 DSSTV 的基带特性，利于衰落信道中的差错控制
LX,3.1.1,MC1-0565,什么是收发信机？,D,一种将数字话音转换为模拟话音并转发的设备,一种将收到的信号再行转发的设备,一种将收到的信息解码，纠错并转发的设备,一种组合了接收机和发射机的无线电通信设备
LK0416,3.1.1,MC2-0566,一个可以工作的无线电接收系统至少包含哪些部件？,AD,解调器,电源,电位器,接收天线
LK0417,3.1.1,MC3-0567,一个可以工作的无线电发射系统至少包含哪些部件？,ABC,发射天线,调制器,射频振荡器,防雷器
LX,3.1.1,MC1-0568,为什么业余无线电收发信机所用的直流电源线要尽量短，尽量粗？,B,防止收发信机意外滑落摔坏,减小发信时电源线上的压降,分流机箱外表面的射频电流,厂商销售电源线的一种策略
LK0279,3.1.1,MC1-0569,单工操作（simplex operation）是指：在一条电信通路的两个方向上交替进行传输的一种工作方式。下列通信采用单工操作方式：,D,一台业余中继台与一台由 PTT 键转换收发状态的业余对讲机之间的通信,两台有线电话座机之间的通信,两台公众移动电话终端（手机）之间的通信,两台由 PTT 键转换收发状态的业余对讲机之间的通信
LK0280,3.1.1,MC1-0570,双工操作（duplex operation）是指：一条电信通路的两个方向能同时进行传输的工作方式。下列通信采用双工操作方式：,B,两台具有 QSK 功能的业余 CW 收发信之间的通信,由一台连续工作的430MHz接收机和一台144MHz发信机组成的地面业余电台与业余卫星之间的通信,两台由 PTT 键转换收发状态的业余对讲机之间的通信,一台业余中继台与一台由 PTT 键转换收发状态的业余对讲机之间的通信
LK0281,3.1.1,MC1-0571,半双工操作（semi-duplex operation）是指：电路的一端用单工操作，另一端用双工操作的一种工作方式。下列通信采用半双工操作方式：,B,两台公众移动电话终端（手机）之间的通信,一台业余中继台与一台由 PTT 键转换收发状态的业余对讲机之间的通信,两台具有 QSK 功能的业余 CW 收发信之间的通信,两台由 PTT 键转换收发状态的业余对讲机之间的通信
LK0258,3.1.1,MC1-0572,收发信机中的 PTT 是指什么信号？,B,收信机前置放大器，在接收微弱信号时接入（此时某些技术指标可能低于额定值）,按键发射，有信号（一般为对地接通）时发射机由等待转为发射,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,发信语音压缩，对音频输入电平进行检测并反馈控制，以提升语音包络幅度较小的部分
LK0259,3.1.1,MC1-0573,收发信机面板上或设置菜单中的符号 SQL 代表什么功能？,A,静噪控制，用来调整静噪阈值的大小,发信语音压缩，对音频输入电平进行检测并反馈控制，以提升语音包络幅度较小的部分,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,收信机前置放大器，在接收微弱信号时接入（此时某些技术指标可能低于额定值）
LK1130,3.1.1,MC1-0574,收发信机设置静噪功能的目的是什么？,B,自动控制收信机的增益，避免信号过强时发生阻塞或失真,在没有信号的情况下关闭音频输出，避免播放刺耳的噪声,滤除所收信号中的噪声，使对方的话音变得清晰,滤除发信方的环境噪声，使发出的话音更为清晰
LX,3.1.1,MC1-0575,需要聆听非常微弱的 FM 信号时应如何设置收发信机的静噪？,D,尽可能调高接收机的音量,关闭 VOX 功能,调节 VOX，使之处于最灵敏的状态,关闭静噪或将阈值设为 0，使接收机的音频输出不受限制
LK0848,3.1.1,MC1-0576,用带有静噪功能的 FM 收发信机接收 FM 话音，我们有时会在发射方松开 PTT 的时候听到一种比较短促的“嘶”或“喀拉”的噪声拖尾。这是因为：,B,该噪声是发射台话筒的 PTT 键接点跳动所致，发射到接收端时还可能带有“叮”的声音,此类电路根据接收机鉴频输出的高音频噪声的大小来判断信号消失与否，并据此控制音频输出。这种检测需要一定的时间才能完成，这导致短暂泄漏刺耳的噪声,该噪声是发射台的一种有目的所为，例如是用作结束发射的标志，有时是“嘟”的声音,这是由接收机的自动增益电路的时间常数造成
LX,3.1.1,MC1-0577,收发信机面板上或设置菜单中的符号 VOL 代表什么功能？,D,发信语音压缩，对音频输入电平进行检测并反馈控制，以提升语音包络幅度较小的部分,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,收信机前置放大器，在接收微弱信号时接入（此时某些技术指标可能低于额定值）,音量控制，用来调整接收机放出的声音大小
LK0255,3.1.1,MC1-0578,收发信机面板上或设置菜单中的符号 VOX 代表什么功能？,B,发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内,发信机声控，接入后将根据对话筒有无语音输入的判别自动控制收发转换,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,发信语音压缩，对音频输入电平进行检测并反馈控制，以提升语音包络幅度较小的部分
LX,3.1.1,MC1-0579,既然收发信机已经具备 PTT 功能，那为什么有些机型还要提供 VOX？,B,VOX 对话音提供更多加工处理，可使声音更易于辩识,双手忙于其他工作时，VOX 的“免提”特点有助于通联,VOX 用于连接蓝牙耳机，提供操作的便捷性,VOX 对话音提供更多加工处理，可有效降低发射带宽
LK0262,3.1.1,MC1-0580,某些对讲机具有发送 CTCSS 码的功能。缩写 CTCSS 指的是：,D,自动静噪，即在接收机没有收到信号时自动关闭音频输出,数字设备识别码，即在松开 PTT 按键时自动发送一串代表设备代号的二进制数据,双音多频编码，由 8 个音调频率中的两个频率组合成的控制信号，代表 16 种状态之一，用于遥控和传输数字等简单字符,亚音调静噪，即从 67-250.3Hz 的 38 个亚音调频率中选取一个作为选通信号，代表 38 种状态之一，接收机没有收到特定的选通信号时自动关闭音频输出
LK0261,3.1.1,MC1-0581,某些对讲机具有发送 DTMF 码的功能。缩写 DTMF 指的是：,A,双音多频编码，由 8 个音调频率中的两个频率组合成的控制信号，代表 16 种状态之一，用于遥控和传输数字等简单字符,自动静噪，即在接收机没有收到信号时自动关闭音频输出,亚音调静噪，即从 67-250.3Hz 的 38 个亚音调频率中选取一个作为选通信号，代表 38 种状态之一，接收机没有收到特定的选通信号时自动关闭音频输出,数字设备识别码，即在松开 PTT 按键时自动发送一串代表设备代号的二进制数据
LK1099,3.1.1,MC2-0582,亚音和数字亚音静噪技术都是在调频发射机所发射的语音信号上附加一个人耳不易察觉的低频信号并用来选通接收机的静噪。它们所对应的收发信机设置菜单项有：,AC,CTCSS,DTMF,DCS,SQL
LK0260,3.1.1,MC1-0583,有些调频接收机的参数设置菜单有 NFM 和 WFM 两种选择。它们的含义是：,A,NFM 为窄带调频方式，适用于信道带宽 25kHz/12.5kHz 的通信信号；WFM 为宽带调频方式，适用于接收信道带宽 180kHz 左右的广播信号,NFM 代表数字化语音方式，WFM 代表模拟语音方式,NFM 为调频通信本地方式（较低灵敏度），WFM 为调频通信远程方式（最高灵敏度）,NFM 为单频率守候方式，WFM 为双频率守候方式
LK1237,3.1.1,MC1-0584,在一些 VHF/UHF 业余无线电调频手持对讲机或车载电台的设置菜单中有“全频偏”和“半频偏”的选项。其意义是：,B,全频偏方式压缩 5kHz 范围内的话音；半频偏方式只压缩低于 2.5kHz 的声音,代表与 25kHz 或者 12.5kHz 标称发射带宽相对应的 5kHz 或 2.5kHz 调制频偏,同一频段内，全频偏方式下发射机的频率漂移显然是比半频偏的大一倍,全频偏方式适用于收发异频的中继台通信；半频偏方式适用于同频直接联络
LK1182,3.1.1,MC3-0585,如果对方报告你的调频电台发射的信号听起来失真严重，可辨度差，原因可能包括：,ABD,电台的发射频率不准。如确认这种情况，需修好设备之后再试,电台所处的位置多径衰落严重，可以挪动几步或变更频率再试,电台天线承载射频功率的能力不足，需更换高级天线之后再试,电台的电源电压不足，可以检查供电电压或更换电池模块再试
LK1131,3.1.1,MC1-0586,如需快速切换至你常用的某个频率，应当如何设置你的电台？,D,打开哑音静噪功能,使用快速扫描功能来切换到那个频率,关闭哑音静噪功能,将该频率作为一个频道存储到电台中
LK1128,3.1.1,MC1-0587,车载电台的直流电源负极应当接在哪里？,B,连在固定住电台的挂置架上,接到电池的负极或发动机的接地带上,可以连在汽车的任意金属部件上,接在天线座上
LK1127,3.1.1,MC1-0588,有时，装在汽车上的移动电台可能放出随引擎转速而变的尖利啸声，其来源于：,D,火花塞,电动油泵,ABS 控制器,发电机
LK1179,3.1.1,MC1-0589,如果别的业余电台报告说你的手持电台发射的 FM 信号的频偏过大，你应当怎么做？,A,尝试切换至 NFM 档位进行通联。如已使用 NFM，则试着讲话时离话筒远一点儿,调至发射功率更大的档位,使用更大的声音对着话筒讲话以触发系统中隐藏的但是非常好用的语音限幅功能,更换一块新电池再试
LK1101,3.1.1,MC1-0590,如果其他电台报告说你的发射干扰了相邻频率的通信。你应当做的是：,B,将这种情况通知你的设备制造商,检查发射机的频率指示是否准确、发射机的杂散发射指标是否合格,换用另一种调制模式试试看,立即增加发射功率
LK1102,3.1.1,MC1-0591,如果其他电台报告说你在 2 米波段的信号本来很强，但是突然就变弱甚至难以辨别了，你应当怎么做？,B,将你电台中的锂电池换成镍氢的,稍稍移动一下自己的位置。电波传播的多径效应会时而引起信号衰落或解调失真,打开发射机的亚音静噪功能,请对方电台检查一下静噪设置
LK1122,3.1.3,MC1-0598,如果进行 SSB 或 CW 通联时周边环境嘈杂，哪种设备可以替代电台上的扬声器，改善话音抄收？,D,视频显示器,低通滤波器,吊杆胖话筒,耳机
LK0249,3.1.3,MC1-0599,全功能小型收发信机的面板上常有缩写为“NB”和“SQL”的功能，它们有什么不同？,C,NB 和 SQL 都是指“抑噪”，收不到有用信号时自动关断背景噪声,NB 和 SQL 都是指“静噪”，收不到带有预期的特定控制信号时自动关断音频输出,NB 为“抑噪”，切除高于平均信号的大幅度突发脉冲噪声；SQL 为“静噪”，信噪比达不到一定水平时自动关闭音频输出,NB 和 SQL 都是指“静噪”，切除高于平均信号的大幅度突发脉冲噪声
LK1132,3.1.3,MC1-0600,某些车辆的火花塞辐射脉冲干扰。这可能导致收信机的 AGC 过早起控，使正在接收的 SSB或 CW 信号受到压制，进而影响听抄。遇到这种情况，你应当如何设置你的电台？,C,反复调节电台的 RIT 旋钮,降低静噪（SQL）阀值,打开电台的抑噪（NB）功能,将频率稍稍调偏一点儿
LK0369,3.1.3,MC1-0601,全功能小型收发信机面板上的“MODE”代表什么功能：,A,用来切换工作方式，比如 FM、LSB、USB 和 CW 等,用来切换接收机的工作方式，比如射频直采和低中频超外差等,用来切换监听方式，比如单耳音频、双耳音频和 CW 立体声等,用来切换静噪方式，比如 CTCSS 和 DCS 等
LK0253,3.1.3,MC1-0602,收发信机面板上的符号 ATT 代表什么功能？,D,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,发信自动音量控制，对音频输入电平进行检测并反馈控制，以维持其在适当限度之内,发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内,收信机输入衰减器，在接收大信号时接入，使信号不致过大而使前级电路过载
LK0254,3.1.3,MC1-0603,收发信机面板上的符号 AGC 代表什么功能？,D,收信自动音量控制，对音频输出电平进行检测并反馈控制，以维持其在适当限度之内,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内,收信机自动增益控制，对中频级信号电平进行检测并反馈控制，防止电路过载
LK0853,3.1.3,MC1-0604,既然全功能收信机具有 AGC 功能，那为什么好多机型还要装设衰减（ATT）开关？,B,通常，增益控制旋钮的控制范围不够宽，加入 ATT 开关可以拓展增益控制范围,特强带外信号可以阻塞接收机的前级电路，致使器件非线性工作，产生失真和互调。此时需在接收机的前端电路之前加入衰减器，并用开关控制其切入与否,如果遭遇特强带内干扰，那么打开 ATT 就可防止过大的音量损坏扬声器或耳机了,这可以防止本台发射机的强信号损坏本台的接收机电路
LK1180,3.1.3,MC2-0605,关于接收机的“过载”现象，以下描述正确的是：,AC,输入信号过于强大以至机内电路饱和阻塞，严重时会损坏接收机前端电路的元器件,减小接收机的喇叭音量，可缓解过载现象,启用接收机的 ATT 功能可消除或缓解过载,接收机消耗的电流过大，致使电源出现过载现象。情况严重时供电装置会烧毁
LK0268,3.1.3,MC1-0606,应关闭接收机 AGC 功能的情况是：,D,有用强信号中夹杂着微弱干扰,接收特强信号时,接收微弱信号时,有用微弱信号和强干扰同时出现时
LK0269,3.1.3,MC1-0607,应选择较短的 AGC 时间常数的情况是：,C,将接收机应用于“比幅度法规”测向时,有用微弱信号和强干扰同时出现时,接收 FM/FSK/PSK 等包络幅度恒定的信号,接收 SSB 和 AM 等正常信号的包络幅度不断变化的信号
LK0270,3.1.3,MC1-0608,应选择较长的 AGC 时间常数的情况是：,D,将接收机应用于“比幅度法规”测向时,有用微弱信号和强干扰同时出现时,接收 FM/FSK/PSK 等包络幅度恒定的信号遇到变化很快的传播衰落时,接收 SSB 和 AM 等正常信号的包络幅度不断变化的信号
LK0256,3.1.3,MC1-0609,多数小型全功能收发信机的面板上都可以看到符号 PRE，其代表什么功能？,A,收信机前置放大器，在接收微弱信号时接入（此时某些技术指标可能低于额定值）,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内,发信语音压缩，对音频输入电平进行检测并反馈控制，以提升语音包络幅度较小的部分
LK0251,3.1.3,MC1-0610,收发信机面板上的符号 ALC 代表什么功能？,C,自动频率控制，对发射频率的漂移进行检测并反馈控制，以维持准确的工作频率,发信自动音量控制，对音频输入电平进行检测并反馈控制，以维持其在适当限度之内,发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比
LK1029,3.1.3,MC1-0611,在单边带发信机中，发信自动电平控制（ALC）的主要作用是：,C,自动实现天线电路的阻抗匹配,改善发信机的频率稳定度,防止过驱动导致调制失真或引发电路故障,防止话筒过于灵敏带来背景噪声
LK1030,3.1.3,MC1-0612,业余电台进行单边带话音通信时，如果对方反映虽然己方的讲话基本可辨，但是在话音的间隙中夹杂嘈杂的背景噪声。这时应当：,B,调低发射机的射频输出功率,调低发射机的话筒增益。如果发射机带有语音压缩处理功能，则应尝试调低控制深度,调整发射机的 ALC 控制深度,调整发射机的天线匹配电路
LK1129,3.1.3,MC1-0613,即使打开了发射机的 ALC，将话筒的增益调得过高仍可能导致：,B,天线的驻波比增加,发出的信号失真,发射机的功率提升,发射机的频率漂移变大
LX,3.1.3,MC1-0614,为什么使用单边带收发信机发送 AFSK 信号时需要关闭 ALC？,C,ALC 使发射功率失控，导致发射机故障,ALC 影响 AFSK 信号的频响，使音色变差,ALC 增加 AFSK 信号的失真，抬升误码率,ALC 使信号的极性反转，致使无法解码
LK0250,3.1.3,MC1-0615,单边带发信机的语音压缩功能有什么作用？,B,压低较弱语音信号的幅度、提升较强信号的幅度，增加语音的动态范围和抑扬顿挫感,压低较强语音信号的幅度、提升较弱信号的幅度，改善较弱的语音在接收端的信噪比,压缩信号所占用的频谱宽度，提高无线电频谱的利用率,压低语音信号的低频分量，提升高频分量，增加信号的带宽，使高音更加细腻
LK0257,3.1.3,MC1-0616,收发信机面板上的符号 PROC 代表什么功能？,B,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,发信语音压缩，对音频输入电平进行检测并反馈控制，以使包络幅度较小语音获得提升,发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内,收信机前置放大器，在接收微弱信号时接入（此时某些技术指标可能低于额定值）
LX,3.1.3,MC1-0617,发信时，若话音压缩调整不当可能带来什么问题?,D,可能使话音严重失真，但是不影响对方电台的收信,可能发射很大的交流声,可能使话筒过载损坏,可能产生很多互调成分，影响对方收信时的辨识度
LX,3.1.3,MC1-0618,为什么用单边带收发信机发送 AFSK 信号时应关闭语音压缩功能？,D,经语音压缩处理的信号，其相位变化已不存在，本质上无法解码,经语音压缩处理的信号，其幅度变化已不存在，本质上无法解码,语音压缩提升信号的峰均比，易导致发射机功率放大器过热损坏,语音压缩可能导致信号的包络畸变，破坏基带特征，抬升误码率
LK0233,3.1.3,MC1-0619,业余电台以发射的方法测量发射功率和天线驻波比时必须留意并做到的是：,B,先将收发信机的语音压缩功能打开,先将频率设置到无人使用的空闲频率、偏离常用的热点频率,话筒离嘴距离在 2 公分以上，电键按键时间不短于 5 秒钟,先将天线的发射方向指向正北
LK0234,3.1.3,MC1-0620,单边带业余电台测试检查天线驻波比需要发射平稳的连续信号。文明的作法是：,A,将电台设为 CW 方式并按下电键。或者，将电台设为 AM 或 FM 方式并按下 PTT 键（不对话筒说话）以产生连续载波。测试结束后设回 SSB 方式,将电台设为 SSB 方式，用平稳的气流对话筒吹口哨,将电台设为 SSB 方式，深呼吸后用平稳的气流对话筒发长音“嘻”,将电台设为 SSB 方式，深呼吸后用平稳的气流对话筒发长音“啊”
LK0252,3.1.3,MC1-0621,收发信机面板上的符号 AT 或者 TUNE 代表什么功能？,C,发信自动音量控制，对音频输入电平进行检测并反馈控制，以维持其在适当限度之内,自动频率控制，对发射频率的漂移进行检测并反馈控制，以维持准确的工作频率,自动天线调谐，对天线电路的电压驻波比进行检测并进行自动补偿，以维持最小驻波比,发信自动电平控制，对射频输出电平进行检测并反馈控制，以维持其在适当限度之内
LK0271,3.1.3,MC1-0622,使用射频/中频增益和音频增益分开控制的通信接收机进行收听时，可以这样设置：,C,信号特弱时尽量把音频增益开到最大，信号特强时尽量把射频/中频增益开到最大，然后从低到高调整另一个增益以得到适当的音量,任何情况下都应将射频/中频增益放在中间位置，然后从低到高调整音频增益以得到适当的音量,信号特弱时尽量把射频/中频增益开到最大，信号特强时尽量把音频增益开到最大，然后从低到高调整另一个增益以得到适当的音量,任何情况下都应将音频增益放在中间位置，然后从低到高调整射频/中频增益以得到适当的音量
LX,3.1.3,MC1-0623,HF 通信与 VHF 或 UHF 通信相比，最大的不同是什么？,B,HF 天线体积小,HF 通信依靠电离层的反射,HF 更适合远距离宽带通信,HF 传播更为稳定，衰落小
LK1126,3.1.3,MC1-0624,下面哪种方法可以减小话筒或耳机用音频电缆可能感生的射频电流？,B,在电缆前端添置话筒放大器,在电缆外面穿套铁氧体磁环,在电缆芯线中串联带通滤波器,在电缆芯线中串联低通滤波器
LK0420,3.3.1,MC1-0649,发射天线的作用是：,A,把发射机输出的射频信号转化为无线电波,利用天线的增益放大发射机的输出功率,将发射机输出的射频信号转化为音频信号,将发射机输出的射频信号转化为红外线
LK0421,3.3.1,MC1-0650,接收天线的作用是：,C,利用天线的增益放大空间的无线电波并将之传向接收机,将空间的无线电波转化为红外线,把空间的无线电波转化为接收机中的射频电信号,将空间的无线电波转化为接收机中的音频信号
LK0926,3.3.1,MC2-0651,关于天线的增益，以下说法正确的是：,BD,天线辐射的电波功率与输入到天线的射频功率之比,与参考天线相比，被测天线在某个方向上使信号增强的程度,天线发热耗散的功率与输入到天线的射频功率之比,待测天线最大辐射方向上的辐射功率密度与基准天线对应值的比值
LK0929,3.3.1,MC1-0652,以 dBi 为单位的天线增益是指：,B,待测天线最大辐射方向上的辐射功率密度与半波长偶极天线对应值之比的 dB 值,待测天线最大辐射方向上的辐射功率密度与理想点源天线对应值之比的 dB 值,待测天线最大辐射方向上的辐射功率密度与 1/4 波长地网天线对应值之比的 dB 值,待测天线最大辐射方向及其（180°）反方向的辐射功率密度测量值之比的 dB 值
LK0976,3.3.1,MC1-0653,什么是“理想点源天线”？对业余无线电又有什么意义？,B,一种带宽近乎无限的高级天线的专利名称，业余无线电业务不需要宽带天线,存在于理论中的一种小到一个点，可将发射机输出的全部射频能量都转化为各向同性且均匀辐射的电磁波的假想天线；用作比较实际天线辐射性能的一种全向基准天线,一种用于专业通信的增益极高的专用天线，在业余无线电中没有应用价值,仅用于无线电测试的一种标准接收天线，发射效果不佳，对业余无线电无用
LK0930,3.3.1,MC1-0654,以 dBd 为单位的天线增益是指：,C,待测天线最大辐射方向及其（180°）反方向的辐射功率密度测量值之比的 dB 值,待测天线最大辐射方向上的辐射功率密度与理想点源天线对应值之比的 dB 值,待测天线最大辐射方向上的辐射功率密度与半波长偶极天线对应值之比的 dB 值,待测天线最大辐射方向上的辐射功率密度与 1/4 波长垂直天线对应值之比的 dB 值
LK1112,3.3.1,MC1-0655,半波振子是能够辐射电波的一种实用天线。为了获得最低输入阻抗，人们通常从中点为这种振子馈电。这就构成了具有两个 1/4 波长不同电极性区域的谐振偶极天线，亦称半波长偶极天线。这种天线的增益规定为 0dBd。那么相比理想点源天线，其增益为：,A,2.15dBi,6dBi,1.64dBi,3dBi
